קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
2,1990,19/12/2019,חנה רובינא 2,10800-160-1,דירה בבית קומות,6,קרקע ראשונה שניה,160.02,"1,910,000 ₪"
2,1990,21/01/2013,חנה רובינא 2,10800-160-1,דירה בבית קומות,6,קרקע ראשונה שניה,160.02,"2,429,000 ₪"
2,1995,02/12/2019,חיים לסקוב 43,10800-205-3,דירה בבית קומות,6,שניה שלישית ורביעית,133.49,"1,935,000 ₪"
1,1992,08/11/2019,גולדה מאיר 52,10800-230-4,דירה בבית קומות,5,ראשונה שניה ושלישית,148,"2,450,000 ₪"
2,1984,25/09/2019,לסקוב חיים 40,10800-209-1,דירה בבית קומות,5,קרקע ראשונה ושניה,122.91,"2,530,000 ₪"
0,1990,16/09/2019,אנדה עמיר 1,12260-27-3,דירה בבית קומות,6,לא ידוע,115,"2,110,000 ₪"
0,0,03/09/2019,ללא כתובת,12260-34-6,קוטג' דו משפחתי,6,לא ידוע,182,"2,050,000 ₪"
1,2015,19/08/2019,חיים לסקוב 29,10800-186-1,דירה בבית קומות,4,ראשונה,120,"1,800,000 ₪"
2,1986,12/08/2019,גולדה מאיר 7,12260-36-1,דירה בבית קומות,6,שלישית,160,"2,550,000 ₪"
1,2001,08/08/2019,פנחס רוזן 11,12259-141-2,דירה בבית קומות,5,לא ידוע,101,"2,299,000 ₪"
2,1984,30/06/2019,חיים לסקוב 12,10800-182-3,דירה בבית קומות,4,שניה,102.81,"1,780,000 ₪"
2,1984,15/06/2005,חיים לסקוב 12,10800-182-3,דירה בבית קומות,4,שניה,102.81,"941,000 ₪"
3,1985,04/06/2019,אהרונסון 7,12260-4-2,דירה בבית קומות,4.5,שניה,86,"400,000 ₪"
0,0,24/05/2019,ללא כתובת,12259-128-1,קרקע למגורים,לא ידוע,לא ידוע,295,"1,200,000 ₪"
0,0,24/05/2019,ללא כתובת,12259-128-2,קרקע למגורים,לא ידוע,לא ידוע,1177,"4,800,000 ₪"
3,1985,12/05/2019,אהרונסון 7,12260-4-1,דירה בבית קומות,5,שלישית,121,"1,490,000 ₪"
4,1980,06/05/2019,יחזקאל קויפמן 20,12259-94-3,דירה בבית קומות,5.5,שניה שלישית,117.5,"1,690,000 ₪"
12,1990,25/04/2019,גולדה מאיר 31,10800-192-13,דירה בבית קומות,5,שלישית,124.72,"2,345,000 ₪"
