קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
1,1999,04/10/2020,צופית 4,11193-308-7,דירה בבית קומות,5,שניה ושלישית,121.8,"1,900,000 ₪"
3,2000,14/09/2020,דוכיפת 11,11193-344-19,קרקע למגורים,4,ראשונה,93.7,"1,445,000 ₪"
3,2000,12/07/2000,דוכיפת 11,11193-344-19,קרקע למגורים,4,ראשונה,93.7,"974,000 ₪"
5,2019,09/06/2020,צופית 18,11193-258-38,דירה בבית קומות,5,קומה 1,138.7,"1,920,000 ₪"
4,1999,04/06/2020,בת חן 44,11193-282-8,דירה בבית קומות,5.5,רביעית חמישית,145,"2,220,000 ₪"
4,1999,12/02/2018,בת חן 44,11193-282-8,דירה בבית קומות,5.5,רביעית חמישית,145,"2,050,000 ₪"
3,2004,03/05/2020,צופית 3,11193-266-4,דירה בבית קומות,3,שניה,67.04,"1,310,000 ₪"
3,2000,25/03/2020,דוכיפת 13,11193-344-12,דירה בבית קומות,4,ראשונה,92.55,"1,600,000 ₪"
3,2000,23/02/2020,דוכיפת 13,11193-344-9,דירה בבית קומות,4,קרקע,94,"1,950,000 ₪"
3,2000,17/03/2008,דוכיפת 13,11193-344-9,דירה בבית קומות,4,קרקע,94,"1,048,000 ₪"
3,2000,20/09/2001,דוכיפת 13,11193-344-9,דירה בבית קומות,4,קרקע,94,"1,082,000 ₪"
5,2019,17/02/2020,צופית 18,11193-258-40,דירה בבית קומות,5,קומה 2,138.7,"1,930,000 ₪"
5,2019,30/01/2020,צופית 18,11193-258-45,דירה בבית קומות,6,קומה 5,155.6,"2,430,000 ₪"
3,2002,18/12/2019,צופית 11,11193-262-4,דירה בבית קומות,5,שניה,107.14,"1,670,000 ₪"
3,2002,12/01/2009,צופית 11,11193-262-4,דירה בבית קומות,5,שניה,107.14,"1,140,000 ₪"
2,1999,13/12/2019,בת חן 25,11193-325-2,דירה בבית קומות,4,קרקע,92.13,"1,850,000 ₪"
2,1999,01/08/2018,בת חן 25,11193-325-2,דירה בבית קומות,4,קרקע,92.13,"1,900,000 ₪"
2,1999,29/06/2008,בת חן 25,11193-325-2,דירה בבית קומות,4,קרקע,92.13,"1,000,000 ₪"
5,2019,28/11/2019,צופית 18,11193-258-37,דירה בבית קומות,5,קומה 1,138.7,"1,930,000 ₪"
2,2000,27/11/2019,בת חן 13,11193-312-3,דירה בבית קומות,5,שלישית,128,"1,690,000 ₪"
5,2019,12/11/2019,צופית 18,11193-258-39,דירה,5,קומה 2,138.7,"1,915,000 ₪"
3,1999,08/11/2019,בת חן 19,11193-318-4,דירה בבית קומות,4,שלישית,90.69,"1,740,000 ₪"
3,1999,09/11/1999,בת חן 19,11193-318-4,דירה בבית קומות,4,שלישית,90.69,"716,000 ₪"
5,2019,30/10/2019,צופית 18,11193-258-44,דירה,6,קומה 4,155.6,"2,290,000 ₪"
5,2019,25/09/2019,צופית 18,11193-258-42,דירה בבית קומות,5,קומה 3,138.7,"1,930,000 ₪"
2,2000,19/09/2019,בת חן 13,11193-312-2,דירה בבית קומות,5,ראשונה,104,"2,100,000 ₪"
2,2004,18/08/2019,חוחית 5,11193-329-3,דירה בבית קומות,4,שניה,82.87,"1,735,000 ₪"
2,2004,24/03/2013,חוחית 5,11193-329-3,דירה בבית קומות,4,שניה,82.87,"1,450,000 ₪"
2,2004,03/02/2010,חוחית 5,11193-329-3,דירה בבית קומות,4,שניה,82.87,"1,099,000 ₪"
3,2001,18/08/2019,בת חן 20,11193-268-2,דירה בבית קומות,4,שניה,100,"1,100,000 ₪"
2,2001,17/07/2019,חוחית 2,11193-313-6,דירה בבית קומות,5,שניה ושלישית,107.98,"1,915,000 ₪"
2,2001,16/02/2003,חוחית 2,11193-313-6,דירה בבית קומות,5,שניה ושלישית,107.98,"1,213,000 ₪"
3,2002,13/06/2019,צופית 11,11193-262-2,דירה בבית קומות,4,קרקע ראשונה,98.04,"1,735,000 ₪"
3,2002,12/12/2003,צופית 11,11193-262-2,דירה בבית קומות,4,קרקע ראשונה,98.04,"1,100,000 ₪"
2,2000,06/06/2019,דוכיפת 4,11193-292-1,דירה בבית קומות,5,קרקע וראשונה,107.15,"2,150,000 ₪"
