קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר
12,1970,20/06/2017,בירם 1,11196-2-16,דירה בבית קומות,3,רביעית,78.8,"1,180,000 ₪"
12,1970,14/10/2001,בירם 1,11196-2-16,דירה בבית קומות,3,רביעית,78.8,"734,000 ₪"
12,1970,02/03/1998,בירם 1,11196-2-16,דירה בבית קומות,3,רביעית,78.8,"661,000 ₪"
16,2008,22/05/2017,חלמיש 4,11196-130-124,דירה בבית קומות,4,רביעית,90,"1,800,000 ₪"
16,2008,23/04/2017,חלמיש 6,11196-130-123,דירה בבית קומות,4,תשיעית,112,"1,720,000 ₪"
17,1970,22/02/2017,בירם 11,11196-2-129,דירה בבית קומות,4,רביעית,106,"1,420,000 ₪"
17,1970,29/09/2013,בירם 11,11196-2-129,דירה בבית קומות,4,רביעית,106,"1,400,000 ₪"
17,1970,25/04/2013,בירם 11,11196-2-129,דירה בבית קומות,4,רביעית,106,"1,375,000 ₪"
0,0,09/02/2017,ללא כתובת,10800-4-1,דירה בבית קומות,6,ראשונה,140,"3,099,000 ₪"
12,1970,27/12/2016,בירם 1,11196-2-40,דירה בבית קומות,3,עשירית,78.2,"1,280,000 ₪"
12,1970,23/12/2012,בירם 1,11196-2-40,דירה בבית קומות,3,עשירית,78.2,"1,110,000 ₪"
12,1970,19/09/2005,בירם 1,11196-2-40,דירה בבית קומות,3,עשירית,78.2,"636,000 ₪"
0,0,06/12/2016,סייפן 2,10799-69-2,דירה בבית קומות,6,שניה,148,"1,846,000 ₪"
0,0,08/11/2016,סייפן 7,10799-67-1,דירה בבית קומות,6,לא ידוע,118,"2,054,000 ₪"
3,1996,06/11/2016,יקינתון 55,11195-10-3,דירה בבית קומות,6,חמישית,120,"2,600,000 ₪"
0,0,03/11/2016,ללא כתובת,10799-41-1,מחסנים,לא ידוע,ראשונה,60,"100,000 ₪"
