קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה,ריבית בנק ישראל
0.0,0.0,2000-04-05,ללא כתובת,10867-139-1,לא ידוע,4,לא ידוע,110,"349,000 ₪",רמת ויזניץ,0.07
0.0,0.0,2000-04-04,ללא כתובת,11188-61-1,דירה בבית קומות,1,לא ידוע,560,"4,091,000 ₪",רמת ויזניץ,0.07
0.0,0.0,1999-04-08,ללא כתובת,10867-169-6,לא ידוע,2,שלישית,50.23,"314,000 ₪",רמת ויזניץ,0.15
3.0,1950.0,1999-02-01,זבולון 9,10907-30-3,לא ידוע,2,קרקע,46.6,"289,000 ₪",רמת ויזניץ,0.15
2.0,1950.0,1999-01-13,מקור ברוך 1,11188-77-8,לא ידוע,2,קרקע,55.8,"326,000 ₪",רמת ויזניץ,0.15
3.0,1960.0,1998-12-08,מקור ברוך 18,11188-84-13,לא ידוע,2,קרקע,48.3,"313,000 ₪",רמת ויזניץ,0.15
2.0,1950.0,1998-08-19,מקור ברוך 3,11188-77-20,לא ידוע,2,ראשונה,51.7,"295,000 ₪",רמת ויזניץ,0.15
3.0,1950.0,1998-03-01,ארנון 6,10907-35-6,לא ידוע,2,שלישית,54.7,"304,000 ₪",רמת ויזניץ,0.15
3.0,1960.0,1998-02-18,מקור ברוך 8,11188-98-8,לא ידוע,2,ראשונה,55.8,"309,000 ₪",רמת ויזניץ,0.15
10.0,1980.0,2025-03-19,קאודרס 13,10804-53-19,דירה בבית קומות,3,רביעית,82.55,"735,000 ₪",רמת שאול,0.045
3.0,1960.0,2025-03-06,כל ישראל חברים 27,10803-18-44,דירה בבית קומות,3,ראשונה,45.0,"1,500,000 ₪",רמת שאול,0.045
17.0,2006.0,2025-02-19,אדמונד פלג 29,10804-76-205,דירה בבית קומות,5,קומה 2,130.36,"3,680,000 ₪",רמת שאול,0.045
4.0,1960.0,2025-01-15,אדמונד פלג 52,10804-6-25,דירה בבית קומות,3,שלישית,66.33,"1,500,000 ₪",רמת שאול,0.045
2.0,1950.0,2025-01-06,כל ישראל חברים 7,10803-12-9,דירה בבית קומות,3,ראשונה,56.0,"1,620,000 ₪",רמת שאול,0.045
2.0,1950.0,2021-01-20,כל ישראל חברים 7,10803-12-9,דירה בבית קומות,3,ראשונה,56.0,"1,350,000 ₪",רמת שאול,0.1
2.0,1950.0,2016-07-12,כל ישראל חברים 7,10803-12-9,דירה בבית קומות,3,ראשונה,56.0,"1,330,000 ₪",רמת שאול,0.01
2.0,1950.0,1999-07-30,כל ישראל חברים 7,10803-12-9,דירה בבית קומות,3,ראשונה,56.0,"507,000 ₪",רמת שאול,0.15
5.0,1970.0,2025-01-03,טשרניחובסקי 57,10804-87-7,דירה בבית קומות,4,שלישית,67.1,"1,440,000 ₪",רמת שאול,0.045
5.0,1970.0,2019-10-29,טשרניחובסקי 57,10804-87-7,דירה בבית קומות,4,שלישית,67.1,"940,000 ₪",רמת שאול,0.01
3.0,1960.0,2024-12-31,כל ישראל חברים 27,10803-18-31,דירה בבית קומות,3,שניה,50.0,"1,995,000 ₪",רמת שאול,0.045
3.0,1960.0,2011-01-30,כל ישראל חברים 27,10803-18-31,דירה בבית קומות,3,שניה,50.0,"1,100,000 ₪",רמת שאול,0.03
3.0,1960.0,2003-08-26,כל ישראל חברים 27,10803-18-31,דירה בבית קומות,3,שניה,50.0,"533,000 ₪",רמת שאול,0.07
2.0,1989.0,2024-11-24,אביגדור המאירי 3,10802-110-7,דירה בבית קומות,5,קרקע,111.64,"2,750,000 ₪",רמת שאול,0.045
10.0,1980.0,2024-11-20,קאודרס 13,10804-53-32,דירה בבית קומות,5,שמינית,108.3,"1,939,300 ₪",רמת שאול,0.045
10.0,1980.0,2024-11-14,קאודרס 15,10804-105-28,דירה בבית קומות,4,שביעית,102.9,"2,300,000 ₪",רמת שאול,0.045
4.0,1960.0,2024-11-08,אדמונד פלג 28,10804-3-13,דירה בבית קומות,3,שלישית,54.89,"1,300,000 ₪",רמת שאול,0.045
16.0,1995.0,2024-11-06,יצחק נדב 5,10802-185-29,דירה בבית קומות,4,שביעית,93.1,"1,350,000 ₪",רמת שאול,0.045
2.0,1990.0,2024-11-04,המאירי אביגדור 2,10802-175-6,דירה בבית קומות,5,שניה,111.4,"2,670,000 ₪",רמת שאול,0.045
16.0,1980.0,2024-10-14,קאודרס 3,10804-74-85,דירה בבית קומות,4,ראשונה,101.72,"1,625,000 ₪",רמת שאול,0.045
16.0,1980.0,2011-02-02,קאודרס 3,10804-74-85,דירה בבית קומות,4,ראשונה,101.72,"1,000,000 ₪",רמת שאול,0.03
4.0,1970.0,2024-10-08,אמיל זולא 38,10804-34-1,דירה בבית קומות,4,ראשונה,76.57,"1,915,000 ₪",רמת שאול,0.045
7.0,1970.0,2024-09-29,סטפן וייז 1,10804-38-53,דירה בבית קומות,4,חמישית,97.01,"1,850,000 ₪",רמת שאול,0.045
7.0,1970.0,2014-08-25,סטפן וייז 1,10804-38-53,דירה בבית קומות,4,חמישית,97.01,"1,065,000 ₪",רמת שאול,0.03
4.0,1970.0,2024-09-19,אמיל זולא 38,10804-34-14,דירה בבית קומות,5,"שלישית , רביעית",136.64,"2,625,000 ₪",רמת שאול,0.045
0.0,1990.0,2024-09-10,טשרניחובסקי 35,10804-77-1,חנות,לא ידוע,לא ידוע,300.0,"2,484,000 ₪",רמת שאול,0.045
7.0,1970.0,2024-08-28,טשרניחובסקי 65,10804-89-45,דירה בבית קומות,3,שביעית,60.5,"1,350,000 ₪",רמת שאול,0.045
16.0,1980.0,2024-08-28,קאודרס 3,10804-74-119,דירה בבית קומות,4,שמינית,94.12,"2,025,000 ₪",רמת שאול,0.045
17.0,2006.0,2024-08-07,טשרניחובסקי 43,10804-76-91,דירה בבית קומות,3,קומה 10,84.4,"1,900,000 ₪",רמת שאול,0.045
10.0,1980.0,2024-07-10,קאודרס 15,10804-105-20,דירה בבית קומות,4,חמישית,102.9,"1,767,600 ₪",רמת שאול,0.045
6.0,1960.0,2024-07-05,אדמונד פלג 10,10804-97-12,דירה בבית קומות,4,ראשונה ושניה,99.1,"1,300,000 ₪",רמת שאול,0.045
3.0,1960.0,2024-06-26,כל ישראל חברים 27,10803-18-26,דירה בבית קומות,3,ראשונה,45.0,"1,650,000 ₪",רמת שאול,0.045
2.0,1950.0,2024-06-23,כל ישראל חברים 45,10803-21-12,דירה בבית קומות,1,ראשונה,23.65,"540,000 ₪",רמת שאול,0.045
2.0,1950.0,2024-06-16,כל ישראל חברים 45,10803-21-33,דירה בבית קומות,1,שניה,23.24,"470,000 ₪",רמת שאול,0.045
2.0,1950.0,2024-06-06,אמיל זולא 36,10803-22-30,דירה בבית קומות,3,ראשונה,56.0,"1,240,000 ₪",רמת שאול,0.045
2.0,1950.0,2018-10-25,אמיל זולא 36,10803-22-30,דירה בבית קומות,3,ראשונה,56.0,"890,000 ₪",רמת שאול,0.01
7.0,1970.0,2024-06-02,סטפן וייז 1,10804-38-50,דירה בבית קומות,4,רביעית,86.92,"1,250,000 ₪",רמת שאול,0.045
4.0,1960.0,2024-05-23,אדמונד פלג 58,10804-6-27,דירה בבית קומות,4,רביעית,66.33,"1,425,000 ₪",רמת שאול,0.045
4.0,1960.0,2021-03-31,אדמונד פלג 58,10804-6-27,דירה בבית קומות,4,רביעית,66.33,"1,220,000 ₪",רמת שאול,0.1
4.0,1960.0,2015-09-09,אדמונד פלג 58,10804-6-27,דירה בבית קומות,4,רביעית,66.33,"1,000,000 ₪",רמת שאול,0.01
4.0,1960.0,2006-03-16,אדמונד פלג 58,10804-6-27,דירה בבית קומות,4,רביעית,66.33,"492,000 ₪",רמת שאול,0.07
4.0,1980.0,2024-05-22,בית לחם 99,10804-35-14,דירה בבית קומות,4,שלישית,116.97,"2,525,000 ₪",רמת שאול,0.045
2.0,1950.0,2024-05-20,כל ישראל חברים 45,10803-21-30,דירה בבית קומות,1,שניה,23.65,"540,000 ₪",רמת שאול,0.045
7.0,1970.0,2024-05-15,טשרניחובסקי 61,10804-88-15,דירה בבית קומות,4,שישית,73.97,"1,350,000 ₪",רמת שאול,0.045
7.0,1970.0,2009-08-07,טשרניחובסקי 61,10804-88-15,דירה בבית קומות,4,שישית,73.97,"530,000 ₪",רמת שאול,0.07
7.0,1970.0,2000-02-14,טשרניחובסקי 61,10804-88-15,דירה בבית קומות,4,שישית,73.97,"526,000 ₪",רמת שאול,0.07
10.0,1980.0,2024-05-10,קאודרס 13,10804-53-31,דירה בבית קומות,4,שביעית,79.78,"1,700,000 ₪",רמת שאול,0.045
2.0,1960.0,2024-04-14,אמיל זולא 8,10803-24-2,דירה בבית קומות,2,קרקע,50.0,"160,000 ₪",רמת שאול,0.045
3.0,1960.0,2024-04-11,כל ישראל חברים 27,10803-18-47,דירה בבית קומות,3,ראשונה,50.0,"1,860,000 ₪",רמת שאול,0.045
3.0,1960.0,2019-09-26,כל ישראל חברים 27,10803-18-47,דירה בבית קומות,3,ראשונה,50.0,"1,550,000 ₪",רמת שאול,0.01
3.0,1960.0,2015-02-19,כל ישראל חברים 27,10803-18-47,דירה בבית קומות,3,ראשונה,50.0,"839,000 ₪",רמת שאול,0.01
2.0,1950.0,2024-04-07,כל ישראל חברים 45,10803-21-32,דירה בבית קומות,1,שניה,21.9,"520,000 ₪",רמת שאול,0.045
3.0,1982.0,2024-04-02,קאודרס 1,10804-74-5,דירה בבית קומות,4,שניה,101.09,"1,980,000 ₪",רמת שאול,0.045
16.0,1980.0,2024-03-28,קאודרס 3,10804-74-9,דירה בבית קומות,4,שניה,101.79,"302,000 ₪",רמת שאול,0.045
4.0,1960.0,2024-03-26,אדמונד פלג 36,10804-4-37,דירה בבית קומות,3.5,שלישית,66.33,"1,500,000 ₪",רמת שאול,0.045
4.0,1960.0,2016-04-05,אדמונד פלג 36,10804-4-37,דירה בבית קומות,3.5,שלישית,66.33,"1,100,000 ₪",רמת שאול,0.01
4.0,1960.0,2009-05-01,אדמונד פלג 36,10804-4-37,דירה בבית קומות,3.5,שלישית,66.33,"610,000 ₪",רמת שאול,0.07
4.0,1960.0,2006-03-09,אדמונד פלג 36,10804-4-37,דירה בבית קומות,3.5,שלישית,66.33,"563,000 ₪",רמת שאול,0.07
2.0,1990.0,2024-03-20,סטפן וייז 25,10804-72-2,דירה בבית קומות,6,קרקע+ראשונה,151.54,"2,830,000 ₪",רמת שאול,0.045
7.0,1970.0,2024-03-04,סטפן וייז 1,10804-38-67,דירה בבית קומות,6,שישית,106.7,"3,000,000 ₪",רמת שאול,0.045
7.0,1970.0,2024-02-25,טשרניחובסקי 65,10804-89-25,דירה בבית קומות,3,שניה,60.5,"1,310,000 ₪",רמת שאול,0.045
2.0,1950.0,2024-02-13,אמיל זולא 20,10803-23-32,דירה בבית קומות,2,שניה,50.0,"1,360,000 ₪",רמת שאול,0.045
2.0,1950.0,2019-09-18,אמיל זולא 20,10803-23-32,דירה בבית קומות,2,שניה,50.0,"770,000 ₪",רמת שאול,0.01
7.0,1970.0,2024-01-22,סטפן וייז 1,10804-38-13,דירה בבית קומות,4,ראשונה,86.92,"1,600,000 ₪",רמת שאול,0.045
5.0,1970.0,2023-11-27,טשרניחובסקי 55,10804-86-5,דירה בבית קומות,4,שניה,88.79,"1,570,000 ₪",רמת שאול,0.045
5.0,1970.0,2014-01-02,טשרניחובסקי 55,10804-86-5,דירה בבית קומות,4,שניה,88.79,"1,225,000 ₪",רמת שאול,0.03
4.0,1960.0,2023-09-14,אדמונד פלג 36,10804-4-35,דירה בבית קומות,4,שניה,66.33,"1,400,000 ₪",רמת שאול,0.045
4.0,1960.0,2021-08-23,אדמונד פלג 36,10804-4-35,דירה בבית קומות,4,שניה,66.33,"1,120,000 ₪",רמת שאול,0.1
4.0,1960.0,1999-04-15,אדמונד פלג 36,10804-4-35,דירה בבית קומות,4,שניה,66.33,"645,000 ₪",רמת שאול,0.15
2.0,1960.0,2023-09-06,אמיל זולא 8,10803-24-38,דירה בבית קומות,3,קרקע,80.15,"1,580,000 ₪",רמת שאול,0.045
2.0,1960.0,2018-06-28,אמיל זולא 8,10803-24-38,דירה בבית קומות,3,קרקע,80.15,"1,009,000 ₪",רמת שאול,0.01
2.0,1960.0,2008-05-12,אמיל זולא 8,10803-24-38,דירה בבית קומות,3,קרקע,80.15,"430,000 ₪",רמת שאול,0.07
4.0,1960.0,2023-08-13,אדמונד פלג 48,10804-5-24,דירה בבית קומות,3,רביעית,66.33,"1,270,000 ₪",רמת שאול,0.045
4.0,1960.0,2016-07-28,אדמונד פלג 48,10804-5-24,דירה בבית קומות,3,רביעית,66.33,"1,050,000 ₪",רמת שאול,0.01
4.0,1960.0,2011-08-25,אדמונד פלג 48,10804-5-24,דירה בבית קומות,3,רביעית,66.33,"680,000 ₪",רמת שאול,0.03
4.0,1960.0,2004-12-28,אדמונד פלג 48,10804-5-24,דירה בבית קומות,3,רביעית,66.33,"392,000 ₪",רמת שאול,0.07
3.0,1960.0,2023-08-09,כל ישראל חברים 27,10803-18-23,דירה בבית קומות,3,קרקע,45.0,"1,760,000 ₪",רמת שאול,0.045
3.0,1960.0,2012-11-22,כל ישראל חברים 27,10803-18-23,דירה בבית קומות,3,קרקע,45.0,"650,000 ₪",רמת שאול,0.03
5.0,1980.0,2023-08-03,קאודרס 6,10804-61-4,דירה בבית קומות,6,שלישית ורביעית+מחסן,150.74,"2,500,000 ₪",רמת שאול,0.045
5.0,1980.0,2008-10-15,קאודרס 6,10804-61-4,דירה בבית קומות,6,שלישית ורביעית+מחסן,150.74,"1,325,000 ₪",רמת שאול,0.07
2.0,1960.0,2023-07-30,כל ישראל חברים 13,10803-11-47,דירה בבית קומות,3,ראשונה,50.0,"970,000 ₪",רמת שאול,0.045
2.0,1950.0,2023-07-26,כל ישראל חברים 45,10803-21-23,דירה בבית קומות,1,ראשונה,23.24,"465,000 ₪",רמת שאול,0.045
2.0,1950.0,2023-06-27,אמיל זולא 14,10803-23-12,דירה בבית קומות,4,ראשונה,82.0,"1,500,000 ₪",רמת שאול,0.045
2.0,1950.0,2019-07-22,אמיל זולא 14,10803-23-12,דירה בבית קומות,4,ראשונה,82.0,"1,200,000 ₪",רמת שאול,0.01
5.0,1970.0,2023-06-22,טשרניחובסקי 57,10804-87-6,דירה בבית קומות,4,שניה,67.1,"1,400,000 ₪",רמת שאול,0.045
5.0,1970.0,2011-09-14,טשרניחובסקי 57,10804-87-6,דירה בבית קומות,4,שניה,67.1,"660,000 ₪",רמת שאול,0.03
17.0,2006.0,2023-06-12,טשרניחובסקי 43,10804-76-4,דירה בבית קומות,3,קומה 1,82.5,"1,676,700 ₪",רמת שאול,0.045
10.0,1980.0,2023-06-12,קאודרס 17,10804-52-36,דירה בבית קומות,4,תשיעית,116.73,"1,830,000 ₪",רמת שאול,0.045
4.0,1980.0,2023-05-30,בית לחם 99,10804-35-1,דירה בבית קומות,4,קרקע,72.08,"2,100,000 ₪",רמת שאול,0.045
2.0,2005.0,2023-05-10,אביגדור המאירי 10,10802-170-8,דירה בבית קומות,6,ראשונה,110.0,"2,000,000 ₪",רמת שאול,0.045
5.0,1970.0,2023-04-30,טשרניחובסקי 59,10804-87-33,דירה בבית קומות,3.5,רביעית,67.1,"1,200,000 ₪",רמת שאול,0.045
5.0,1970.0,2013-05-29,טשרניחובסקי 59,10804-87-33,דירה בבית קומות,3.5,רביעית,67.1,"885,000 ₪",רמת שאול,0.03
5.0,1970.0,2010-04-12,טשרניחובסקי 59,10804-87-33,דירה בבית קומות,3.5,רביעית,67.1,"549,000 ₪",רמת שאול,0.03
2.0,1983.0,2023-04-28,סטפן וייז 37,10804-66-2,דירה בבית קומות,5,קרקע+ראשונה,151.1,"2,950,000 ₪",רמת שאול,0.045
7.0,1970.0,2023-04-20,סטפן וייז 1,10804-38-34,דירה בבית קומות,4,שלישית,86.92,"1,400,000 ₪",רמת שאול,0.045
2.0,1950.0,2023-04-16,כל ישראל חברים 45,10803-21-37,דירה בבית קומות,1,שניה,23.24,"500,000 ₪",רמת שאול,0.045
2.0,1950.0,2023-04-16,כל ישראל חברים 45,10803-21-17,דירה בבית קומות,1,ראשונה,22.65,"530,000 ₪",רמת שאול,0.045
7.0,1970.0,2023-04-13,טשרניחובסקי 65,10804-89-31,דירה בבית קומות,3,רביעית,60.5,"1,300,000 ₪",רמת שאול,0.045
7.0,1970.0,2007-09-03,טשרניחובסקי 65,10804-89-31,דירה בבית קומות,3,רביעית,60.5,"425,000 ₪",רמת שאול,0.07
7.0,1970.0,2023-04-03,טשרניחובסקי 65,10804-89-35,דירה בבית קומות,3,חמישית,60.5,"1,250,000 ₪",רמת שאול,0.045
4.0,1970.0,2023-03-26,אמיל זולא 38,10804-34-5,דירה בבית קומות,4,שניה,114.22,"2,450,000 ₪",רמת שאול,0.045
19.0,2004.0,2023-03-23,טשרניחובסקי 41,10804-76-128,דירה בבית קומות,4,קומה 3,97.48,"1,810,000 ₪",רמת שאול,0.045
2.0,1970.0,2023-03-22,אדמונד פלג 23,10804-28-4,דירה בבית קומות,4,ראשונה,94.83,"1,740,000 ₪",רמת שאול,0.045
2.0,1970.0,2009-08-28,אדמונד פלג 23,10804-28-4,דירה בבית קומות,4,ראשונה,94.83,"840,000 ₪",רמת שאול,0.07
2.0,1980.0,2023-03-19,בית לחם 91,10804-37-8,דירה בבית קומות,5,קרקע ראשונה ושניה,191.8,"3,700,000 ₪",רמת שאול,0.045
2.0,1980.0,2008-04-15,בית לחם 91,10804-37-8,דירה בבית קומות,5,קרקע ראשונה ושניה,191.8,"1,330,000 ₪",רמת שאול,0.07
10.0,1980.0,2023-03-14,קאודרס 15,10804-105-26,דירה בבית קומות,3,שביעית,76.8,"1,420,000 ₪",רמת שאול,0.045
4.0,1960.0,2023-03-09,אדמונד פלג 50,10804-6-34,דירה בבית קומות,3,שלישית,66.33,"1,260,000 ₪",רמת שאול,0.045
4.0,1960.0,2022-02-17,אדמונד פלג 50,10804-6-34,דירה בבית קומות,3,שלישית,66.33,"1,148,000 ₪",רמת שאול,0.35
5.0,1970.0,2023-03-02,טשרניחובסקי 55,10804-86-18,דירה בבית קומות,4,חמישית,88.79,"1,450,000 ₪",רמת שאול,0.045
1.0,1960.0,2023-02-14,פסטר לואי 2,10803-64-1,דירה בבית קומות,4,קרקע,92.5,"1,650,000 ₪",רמת שאול,0.045
7.0,1970.0,2023-01-23,טשרניחובסקי 61,10804-88-4,דירה בבית קומות,3,שלישית,73.97,"1,480,000 ₪",רמת שאול,0.045
7.0,1970.0,1999-05-07,טשרניחובסקי 61,10804-88-4,דירה בבית קומות,3,שלישית,73.97,"634,000 ₪",רמת שאול,0.15
16.0,1980.0,2023-01-19,קאודרס 3,10804-74-112,דירה בבית קומות,4,שישית,94.63,"1,777,700 ₪",רמת שאול,0.045
4.0,1960.0,2023-01-11,אדמונד פלג 36,10804-4-1,דירה בבית קומות,3,ראשונה,52.34,"1,640,000 ₪",רמת שאול,0.045
4.0,1960.0,2003-06-01,אדמונד פלג 36,10804-4-1,דירה בבית קומות,3,ראשונה,52.34,"620,000 ₪",רמת שאול,0.07
4.0,1960.0,2023-01-05,אדמונד פלג 52,10804-6-29,דירה בבית קומות,3,ראשונה,66.33,"1,260,000 ₪",רמת שאול,0.045
4.0,1960.0,2018-12-25,אדמונד פלג 52,10804-6-29,דירה בבית קומות,3,ראשונה,66.33,"912,000 ₪",רמת שאול,0.01
2.0,2005.0,2022-12-22,אביגדור המאירי 10,10802-170-7,דירה בבית קומות,5,קרקע,112.0,"3,050,000 ₪",רמת שאול,0.35
16.0,1980.0,2022-12-11,קאודרס 3,10804-74-11,דירה בבית קומות,5,שלישית ורביעית,126.71,"900,000 ₪",רמת שאול,0.35
7.0,1970.0,2022-12-04,טשרניחובסקי 65,10804-89-44,דירה בבית קומות,3,שביעית,60.5,"1,320,000 ₪",רמת שאול,0.35
7.0,1970.0,2012-09-09,טשרניחובסקי 65,10804-89-44,דירה בבית קומות,3,שביעית,60.5,"765,000 ₪",רמת שאול,0.03
7.0,1970.0,2008-10-26,טשרניחובסקי 65,10804-89-44,דירה בבית קומות,3,שביעית,60.5,"410,000 ₪",רמת שאול,0.07
16.0,1995.0,2022-11-29,יצחק נדב 5,10802-185-13,דירה בבית קומות,4,שלישית,93.15,"1,600,000 ₪",רמת שאול,0.35
17.0,2006.0,2022-11-27,טשרניחובסקי 43,10804-76-48,דירה בבית קומות,3,קומה 12,82.8,"1,750,000 ₪",רמת שאול,0.35
4.0,1984.0,2022-11-27,בית לחם 95,10804-36-18,דירה בבית קומות,5,חמישית,129.43,"3,200,000 ₪",רמת שאול,0.35
0.0,1960.0,2022-11-10,לואי פסטר 6,10803-65-1,דירה בבית קומות,7,"קרקע,ראשונה",103.0,"1,546,875 ₪",רמת שאול,0.35
4.0,1960.0,2022-11-06,אדמונד פלג 42,10804-5-3,דירה בבית קומות,3,שניה,54.89,"1,100,000 ₪",רמת שאול,0.35
4.0,1960.0,2016-08-30,אדמונד פלג 42,10804-5-3,דירה בבית קומות,3,שניה,54.89,"900,000 ₪",רמת שאול,0.01
2.0,1960.0,2022-11-02,כל ישראל חברים 13,10803-11-53,דירה בבית קומות,3,שניה,50.0,"1,235,000 ₪",רמת שאול,0.35
2.0,1960.0,2020-08-16,כל ישראל חברים 13,10803-11-53,דירה בבית קומות,3,שניה,50.0,"920,000 ₪",רמת שאול,0.1
2.0,1960.0,2011-05-28,כל ישראל חברים 13,10803-11-53,דירה בבית קומות,3,שניה,50.0,"725,000 ₪",רמת שאול,0.03
3.0,1999.0,2022-10-30,סטפן וייז 41,10804-64-11,דירה בבית קומות,5,ראשונה,109.25,"2,600,000 ₪",רמת שאול,0.35
19.0,2004.0,2022-10-19,טשרניחובסקי 41,10804-76-172,דירה בבית קומות,4,קומה 14,95.58,"2,150,000 ₪",רמת שאול,0.35
16.0,1995.0,2022-09-25,יצחק נדב 5,10802-185-36,דירה בבית קומות,4,תשיעית,90.4,"1,940,000 ₪",רמת שאול,0.35
3.0,1960.0,2022-09-16,כל ישראל חברים 27,10803-18-15,דירה בבית קומות,3,שניה,45.0,"1,000,000 ₪",רמת שאול,0.35
7.0,1970.0,2022-09-08,סטפן וייז 3,10804-38-95,דירה בבית קומות,4,שישית,106.37,"1,575,000 ₪",רמת שאול,0.35
7.0,1970.0,2013-05-21,סטפן וייז 3,10804-38-95,דירה בבית קומות,4,שישית,106.37,"1,220,000 ₪",רמת שאול,0.03
3.0,1999.0,2022-08-31,סטפן וייז 41,10804-64-10,דירה בבית קומות,5,ראשונה,109.25,"2,550,000 ₪",רמת שאול,0.35
3.0,1999.0,2010-12-15,סטפן וייז 41,10804-64-10,דירה בבית קומות,5,ראשונה,109.25,"2,000,000 ₪",רמת שאול,0.03
3.0,1999.0,2000-05-23,סטפן וייז 41,10804-64-10,דירה בבית קומות,5,ראשונה,109.25,"1,133,000 ₪",רמת שאול,0.07
3.0,1960.0,2022-07-22,אמיל זולא 30,10803-22-7,דירה בבית קומות,2,ראשונה,50.0,"1,230,000 ₪",רמת שאול,0.35
7.0,1970.0,2022-07-13,סטפן וייז 1,10804-38-22,דירה בבית קומות,4,שניה,100.7,"1,480,000 ₪",רמת שאול,0.35
4.0,1960.0,2022-07-03,אדמונד פלג 42,10804-5-40,דירה בבית קומות,3,רביעית,66.33,"1,230,000 ₪",רמת שאול,0.35
3.0,1960.0,2022-06-29,כל ישראל חברים 27,10803-18-4,דירה בבית קומות,3,קרקע,45.0,"1,250,000 ₪",רמת שאול,0.35
3.0,1960.0,2016-08-03,כל ישראל חברים 27,10803-18-4,דירה בבית קומות,3,קרקע,45.0,"895,000 ₪",רמת שאול,0.01
2.0,1993.0,2022-06-27,אביגדור המאירי 28,10802-184-6,דירה בבית קומות,5,שניה,111.4,"391,000 ₪",רמת שאול,0.35
4.0,1960.0,2022-06-14,אדמונד פלג 52,10804-6-24,דירה בבית קומות,3,שניה,66.33,"1,660,000 ₪",רמת שאול,0.35
4.0,1960.0,2001-07-31,אדמונד פלג 52,10804-6-24,דירה בבית קומות,3,שניה,66.33,"492,000 ₪",רמת שאול,0.07
4.0,1960.0,2022-06-02,אדמונד פלג 36,10804-4-23,דירה בבית קומות,4,רביעית,66.33,"1,110,000 ₪",רמת שאול,0.35
4.0,1960.0,2017-06-18,אדמונד פלג 36,10804-4-23,דירה בבית קומות,4,רביעית,66.33,"880,000 ₪",רמת שאול,0.01
4.0,1960.0,2010-02-11,אדמונד פלג 36,10804-4-23,דירה בבית קומות,4,רביעית,66.33,"545,000 ₪",רמת שאול,0.03
16.0,1980.0,2022-04-28,קאודרס 3,10804-74-86,דירה בבית קומות,4,שניה,103.29,"1,650,000 ₪",רמת שאול,0.35
16.0,1980.0,2006-12-31,קאודרס 3,10804-74-86,דירה בבית קומות,4,שניה,103.29,"783,000 ₪",רמת שאול,0.07
10.0,1980.0,2022-04-09,קאודרס 15,10804-105-8,דירה בבית קומות,4,שניה,102.9,"1,840,000 ₪",רמת שאול,0.35
10.0,1980.0,2014-11-30,קאודרס 15,10804-105-8,דירה בבית קומות,4,שניה,102.9,"1,450,000 ₪",רמת שאול,0.03
5.0,1970.0,2022-04-07,טשרניחובסקי 55,10804-86-13,דירה בבית קומות,4,רביעית,88.79,"1,430,000 ₪",רמת שאול,0.35
16.0,1980.0,2022-04-04,קאודרס 3,10804-74-40,דירה בבית קומות,5,תשיעית ועשירית,111.68,"3,075,000 ₪",רמת שאול,0.35
16.0,1980.0,2015-06-29,קאודרס 3,10804-74-40,דירה בבית קומות,5,תשיעית ועשירית,111.68,"2,100,000 ₪",רמת שאול,0.01
16.0,1980.0,2022-03-31,קאודרס 3,10804-74-45,דירה בבית קומות,4,שניה,93.52,"1,620,000 ₪",רמת שאול,0.35
16.0,1980.0,2009-12-24,קאודרס 3,10804-74-45,דירה בבית קומות,4,שניה,93.52,"965,000 ₪",רמת שאול,0.07
16.0,1980.0,2022-03-31,קאודרס 3,10804-74-70,דירה בבית קומות,5,שישית ושביעית,115.7,"2,300,000 ₪",רמת שאול,0.35
2.0,1983.0,2022-03-20,סטפן וייז 37,10804-66-4,דירה בבית קומות,5,שניה,130.31,"3,350,000 ₪",רמת שאול,0.35
10.0,1980.0,2022-03-17,קאודרס 15,10804-105-1,דירה בבית קומות,4,קרקע,80.95,"1,750,000 ₪",רמת שאול,0.35
10.0,1980.0,2022-03-08,קאודרס 15,10804-105-12,דירה בבית קומות,4,שלישית,102.9,"1,850,000 ₪",רמת שאול,0.35
10.0,1980.0,2015-08-31,קאודרס 15,10804-105-12,דירה בבית קומות,4,שלישית,102.9,"1,440,000 ₪",רמת שאול,0.01
7.0,1970.0,2022-02-28,סטפן וייז 3,10804-38-75,דירה בבית קומות,4,שניה,100.7,"1,385,000 ₪",רמת שאול,0.35
17.0,2006.0,2022-02-24,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"3,300,000 ₪",רמת שאול,0.35
17.0,2006.0,2011-06-06,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"2,265,000 ₪",רמת שאול,0.03
17.0,2006.0,2009-05-28,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"1,210,000 ₪",רמת שאול,0.07
17.0,2006.0,2009-02-19,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"1,499,000 ₪",רמת שאול,0.07
17.0,2006.0,2007-08-07,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"850,000 ₪",רמת שאול,0.07
