קומות במבנה,שנת בנייה,תאריך עסקה,כתובת,גוש/חלקה/תת-חלקה,סוג נכס,חדרים,קומה,"מ""ר",מחיר,שכונה,ריבית בנק ישראל
17.0,2006.0,2007-01-31,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"1,275,000 ₪",רמת שאול,0.07
17.0,2006.0,2006-06-26,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"1,244,000 ₪",רמת שאול,0.07
17.0,2006.0,2006-02-07,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"1,140,000 ₪",רמת שאול,0.07
17.0,2006.0,2005-03-29,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"1,350,000 ₪",רמת שאול,0.07
17.0,2006.0,2005-03-24,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"1,245,000 ₪",רמת שאול,0.07
17.0,2006.0,2005-03-16,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"926,000 ₪",רמת שאול,0.07
17.0,2006.0,2005-03-16,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"900,000 ₪",רמת שאול,0.07
17.0,2006.0,2005-03-16,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"930,000 ₪",רמת שאול,0.07
17.0,2006.0,2004-12-22,טשרניחובסקי 41,10804-76-3,דירה בבית קומות,6,קומה 1,102.6,"927,000 ₪",רמת שאול,0.07
2.0,1970.0,2022-02-23,כל ישראל חברים 19,10803-11-27,דירה בבית קומות,3,ראשונה,50.0,"1,400,000 ₪",רמת שאול,0.35
2.0,1970.0,2009-10-25,כל ישראל חברים 19,10803-11-27,דירה בבית קומות,3,ראשונה,50.0,"400,000 ₪",רמת שאול,0.07
3.0,1960.0,2022-02-16,כל ישראל חברים 27,10803-18-17,דירה בבית קומות,3,שניה,45.0,"1,050,000 ₪",רמת שאול,0.35
3.0,1960.0,2005-11-08,כל ישראל חברים 27,10803-18-17,דירה בבית קומות,3,שניה,45.0,"522,000 ₪",רמת שאול,0.07
11.0,1987.0,2022-02-08,סטפן וייז 19,10804-40-21,דירה בבית קומות,4,שביעית,113.8,"1,920,000 ₪",רמת שאול,0.35
11.0,1987.0,2017-07-21,סטפן וייז 19,10804-40-21,דירה בבית קומות,4,שביעית,113.8,"1,600,000 ₪",רמת שאול,0.01
10.0,1980.0,2022-02-04,קאודרס 13,10804-53-24,דירה בבית קומות,5,שישית,116.25,"2,260,000 ₪",רמת שאול,0.35
10.0,1980.0,2016-05-08,קאודרס 13,10804-53-24,דירה בבית קומות,5,שישית,116.25,"1,940,000 ₪",רמת שאול,0.01
17.0,2006.0,2022-02-03,טשרניחובסקי 43,10804-76-59,דירה בבית קומות,3,קומה 2,83.95,"795,000 ₪",רמת שאול,0.35
5.0,1984.0,2022-01-25,קאודרס 14,10804-57-1,דירה בבית קומות,4,ראשונה,113.52,"2,640,000 ₪",רמת שאול,0.35
5.0,1984.0,2009-06-18,קאודרס 14,10804-57-1,דירה בבית קומות,4,ראשונה,113.52,"1,340,000 ₪",רמת שאול,0.07
6.0,1960.0,2022-01-22,אדמונד פלג 10,10804-97-41,דירה בבית קומות,3,רביעית,75.62,"1,000,000 ₪",רמת שאול,0.35
3.0,1960.0,2022-01-19,כל ישראל חברים 27,10803-18-20,דירה בבית קומות,3,קרקע,45.0,"1,410,000 ₪",רמת שאול,0.35
3.0,1960.0,1999-10-14,כל ישראל חברים 27,10803-18-20,דירה בבית קומות,3,קרקע,45.0,"543,000 ₪",רמת שאול,0.15
2.0,1989.0,2022-01-19,אביגדור המאירי 3,10802-110-8,דירה בבית קומות,5,ראשונה,112.0,"2,200,000 ₪",רמת שאול,0.35
2.0,1970.0,2022-01-16,אדמונד פלג 23,10804-28-2,דירה בבית קומות,4,קרקע,113.15,"2,150,000 ₪",רמת שאול,0.35
7.0,1970.0,2022-01-04,סטפן וייז 3,10804-38-97,דירה בבית קומות,4,שישית,86.92,"1,470,000 ₪",רמת שאול,0.35
7.0,1970.0,2009-06-03,סטפן וייז 3,10804-38-97,דירה בבית קומות,4,שישית,86.92,"560,000 ₪",רמת שאול,0.07
7.0,1970.0,2021-12-28,סטפן וייז 3,10804-38-99,דירה בבית קומות,5,שביעית,102.65,"2,700,000 ₪",רמת שאול,0.1
7.0,1970.0,2015-07-15,סטפן וייז 3,10804-38-99,דירה בבית קומות,5,שביעית,102.65,"1,350,000 ₪",רמת שאול,0.01
17.0,2006.0,2021-12-27,טשרניחובסקי 43,10804-76-114,דירה בבית קומות,3,קומה 16,102.0,"2,075,000 ₪",רמת שאול,0.1
7.0,1970.0,2021-12-27,סטפן וייז 1,10804-38-55,דירה בבית קומות,4,חמישית,86.92,"1,400,000 ₪",רמת שאול,0.1
7.0,1970.0,2014-05-20,סטפן וייז 1,10804-38-55,דירה בבית קומות,4,חמישית,86.92,"1,260,000 ₪",רמת שאול,0.03
7.0,1970.0,2008-03-06,סטפן וייז 1,10804-38-55,דירה בבית קומות,4,חמישית,86.92,"565,000 ₪",רמת שאול,0.07
7.0,1970.0,1998-03-19,סטפן וייז 1,10804-38-55,דירה בבית קומות,4,חמישית,86.92,"619,000 ₪",רמת שאול,0.15
7.0,1970.0,2021-12-23,סטפן וייז 1,10804-38-51,דירה בבית קומות,3,רביעית,106.3,"1,460,000 ₪",רמת שאול,0.1
7.0,1970.0,2015-12-04,סטפן וייז 1,10804-38-51,דירה בבית קומות,3,רביעית,106.3,"1,170,000 ₪",רמת שאול,0.01
3.0,1960.0,2021-12-21,אמיל זולא 3,10803-53-12,דירה בבית קומות,3,שלישית,53.0,"1,120,000 ₪",רמת שאול,0.1
3.0,1960.0,2011-11-30,אמיל זולא 3,10803-53-12,דירה בבית קומות,3,שלישית,53.0,"800,000 ₪",רמת שאול,0.03
3.0,1960.0,2001-12-17,אמיל זולא 3,10803-53-12,דירה בבית קומות,3,שלישית,53.0,"548,000 ₪",רמת שאול,0.07
3.0,1960.0,1998-05-26,אמיל זולא 3,10803-53-12,דירה בבית קומות,3,שלישית,53.0,"454,000 ₪",רמת שאול,0.15
7.0,1970.0,2021-12-09,סטפן וייז 1,10804-38-31,דירה בבית קומות,4,שלישית,97.01,"1,200,000 ₪",רמת שאול,0.1
16.0,1980.0,2021-11-21,קאודרס 3,10804-74-15,דירה בבית קומות,4,שלישית,101.71,"1,450,000 ₪",רמת שאול,0.1
10.0,1980.0,2021-11-19,קאודרס 13,10804-53-26,דירה בבית קומות,4,שישית,86.77,"1,630,000 ₪",רמת שאול,0.1
10.0,1980.0,2019-03-01,קאודרס 13,10804-53-26,דירה בבית קומות,4,שישית,86.77,"1,614,000 ₪",רמת שאול,0.01
10.0,1980.0,2016-12-01,קאודרס 13,10804-53-26,דירה בבית קומות,4,שישית,86.77,"1,530,000 ₪",רמת שאול,0.01
10.0,1980.0,2008-04-15,קאודרס 13,10804-53-26,דירה בבית קומות,4,שישית,86.77,"710,000 ₪",רמת שאול,0.07
2.0,1970.0,2021-11-18,סטפן וייז 29,10804-70-1,דירה בבית קומות,5,קרקע וראשונה,130.2,"2,390,000 ₪",רמת שאול,0.1
2.0,1970.0,2016-06-13,סטפן וייז 29,10804-70-1,דירה בבית קומות,5,קרקע וראשונה,130.2,"280,000 ₪",רמת שאול,0.01
4.0,1960.0,2021-11-04,אדמונד פלג 28,10804-3-22,דירה בבית קומות,4,שלישית,66.33,"1,435,000 ₪",רמת שאול,0.1
4.0,1960.0,2010-11-09,אדמונד פלג 28,10804-3-22,דירה בבית קומות,4,שלישית,66.33,"825,000 ₪",רמת שאול,0.03
4.0,1960.0,2006-05-01,אדמונד פלג 28,10804-3-22,דירה בבית קומות,4,שלישית,66.33,"524,000 ₪",רמת שאול,0.07
2.0,1960.0,2021-10-22,אמיל זולא 7,10803-55-9,דירה בבית קומות,3,שניה,52.0,"1,200,000 ₪",רמת שאול,0.1
2.0,1960.0,2013-08-25,אמיל זולא 7,10803-55-9,דירה בבית קומות,3,שניה,52.0,"724,000 ₪",רמת שאול,0.03
2.0,1960.0,1999-12-22,אמיל זולא 7,10803-55-9,דירה בבית קומות,3,שניה,52.0,"584,000 ₪",רמת שאול,0.15
7.0,1970.0,2021-10-19,סטפן וייז 1,10804-38-12,דירה בבית קומות,4,ראשונה,100.7,"1,395,000 ₪",רמת שאול,0.1
10.0,1980.0,2021-10-17,קאודרס 17,10804-52-28,דירה בבית קומות,4,שביעית,86.74,"970,000 ₪",רמת שאול,0.1
10.0,1980.0,2016-11-20,קאודרס 17,10804-52-28,דירה בבית קומות,4,שביעית,86.74,"800,000 ₪",רמת שאול,0.01
7.0,1960.0,2021-10-05,אדמונד פלג 12,10804-97-47,דירה בבית קומות,3,חמישית,74.17,"1,250,000 ₪",רמת שאול,0.1
2.0,1950.0,2021-10-04,כל ישראל חברים 21,10803-11-18,דירה בבית קומות,3,שניה,56.0,"885,000 ₪",רמת שאול,0.1
2.0,1950.0,2014-07-08,כל ישראל חברים 21,10803-11-18,דירה בבית קומות,3,שניה,56.0,"770,000 ₪",רמת שאול,0.03
2.0,1990.0,2021-09-12,סטפן וייז 35,10804-67-1,דירה בבית קומות,6,קרקע + ראשונה,151.93,"2,650,000 ₪",רמת שאול,0.1
10.0,1980.0,2021-09-05,קאודרס 17,10804-52-38,דירת גג,6,תשיעית+עשירית,166.65,"3,000,000 ₪",רמת שאול,0.1
2.0,1950.0,2021-09-05,ויקטור הוגו 4,10803-53-18,דירה בבית קומות,3,שניה,58.0,"1,015,000 ₪",רמת שאול,0.1
16.0,1980.0,2021-08-26,קאודרס 3,10804-74-94,דירת גן,4,שלישית,94.82,"800,000 ₪",רמת שאול,0.1
7.0,1970.0,2021-08-26,טשרניחובסקי 65,10804-89-16,דירה בבית קומות,3,חמישית,60.5,"1,040,000 ₪",רמת שאול,0.1
7.0,1970.0,2014-05-04,טשרניחובסקי 65,10804-89-16,דירה בבית קומות,3,חמישית,60.5,"815,000 ₪",רמת שאול,0.03
16.0,1980.0,2021-08-23,קאודרס 3,10804-74-39,דירה בבית קומות,5,תשיעית ועשירית,150.41,"2,400,000 ₪",רמת שאול,0.1
4.0,1960.0,2021-08-12,אדמונד פלג 48,10804-5-31,דירה בבית קומות,4,רביעית,66.33,"1,085,000 ₪",רמת שאול,0.1
3.0,1960.0,2021-08-09,כל ישראל חברים 27,10803-18-3,דירת גן,3,קרקע,45.0,"1,650,000 ₪",רמת שאול,0.1
3.0,1960.0,2016-08-10,כל ישראל חברים 27,10803-18-3,דירת גן,3,קרקע,45.0,"1,325,000 ₪",רמת שאול,0.01
2.0,1950.0,2021-08-05,כל ישראל חברים 21,10803-11-12,דירה בבית קומות,3,ראשונה,56.0,"855,000 ₪",רמת שאול,0.1
2.0,1950.0,2000-02-23,כל ישראל חברים 21,10803-11-12,דירה בבית קומות,3,ראשונה,56.0,"542,000 ₪",רמת שאול,0.07
10.0,1980.0,2021-07-18,קאודרס 13,10804-53-22,דירה בבית קומות,3,חמישית,86.81,"550,000 ₪",רמת שאול,0.1
10.0,1980.0,2006-07-02,קאודרס 13,10804-53-22,דירה בבית קומות,3,חמישית,86.81,"754,000 ₪",רמת שאול,0.07
16.0,1980.0,2021-07-07,קאודרס 3,10804-74-104,דירה בבית קומות,2,חמישית,66.81,"1,050,000 ₪",רמת שאול,0.1
11.0,1987.0,2021-07-04,סטפן וייז 19,10804-40-7,דירה בבית קומות,4,שלישית,112.31,"1,680,000 ₪",רמת שאול,0.1
2.0,1970.0,2021-06-28,כל ישראל חברים 19,10803-11-30,דירה בבית קומות,3,ראשונה,56.0,"1,150,000 ₪",רמת שאול,0.1
2.0,1970.0,2017-05-21,כל ישראל חברים 19,10803-11-30,דירה בבית קומות,3,ראשונה,56.0,"930,000 ₪",רמת שאול,0.01
6.0,1960.0,2021-06-23,אדמונד פלג 10,10804-97-53,דירת גן,3,חמישית,75.62,"880,000 ₪",רמת שאול,0.1
2.0,1950.0,2021-06-22,כל ישראל חברים 45,10803-21-13,דירה בבית קומות,1,ראשונה,21.5,"490,000 ₪",רמת שאול,0.1
1.0,1960.0,2021-06-20,פסטר לואי 2,10803-64-2,דירה בבית קומות,4,קרקע,92.5,"2,030,000 ₪",רמת שאול,0.1
3.0,1960.0,2021-06-20,כל ישראל חברים 27,10803-18-2,דירה בבית קומות,3,קרקע,45.0,"1,070,000 ₪",רמת שאול,0.1
3.0,1960.0,2011-11-11,כל ישראל חברים 27,10803-18-2,דירה בבית קומות,3,קרקע,45.0,"740,000 ₪",רמת שאול,0.03
3.0,1960.0,2001-06-18,כל ישראל חברים 27,10803-18-2,דירה בבית קומות,3,קרקע,45.0,"387,000 ₪",רמת שאול,0.07
2.0,1980.0,2021-06-20,אביגדור המאירי 5,10802-111-9,דירה בבית קומות,5,שניה,112.0,"2,250,000 ₪",רמת שאול,0.1
2.0,1980.0,2016-11-23,אביגדור המאירי 5,10802-111-9,דירה בבית קומות,5,שניה,112.0,"1,750,000 ₪",רמת שאול,0.01
2.0,1975.0,2021-06-17,אביגדור המאירי 9,10802-113-12,דירה בבית קומות,5,שניה,112.0,"2,300,000 ₪",רמת שאול,0.1
3.0,1960.0,2021-06-16,כל ישראל חברים 27,10803-18-28,דירה בבית קומות,3,ראשונה,45.0,"1,050,000 ₪",רמת שאול,0.1
3.0,1960.0,1998-08-11,כל ישראל חברים 27,10803-18-28,דירה בבית קומות,3,ראשונה,45.0,"460,000 ₪",רמת שאול,0.15
3.0,1960.0,2021-06-14,אמיל זולא 3,10803-53-10,דירה בבית קומות,3,שלישית,53.0,"900,000 ₪",רמת שאול,0.1
16.0,1980.0,2021-06-08,קאודרס 3,10804-74-120,דירה בבית קומות,4,תשיעית ועשירית,103.12,"2,175,000 ₪",רמת שאול,0.1
3.0,1960.0,2021-05-27,כל ישראל חברים 27,10803-18-43,דירה בבית קומות,3,ראשונה,45.0,"1,550,000 ₪",רמת שאול,0.1
3.0,1960.0,2007-12-09,כל ישראל חברים 27,10803-18-43,דירה בבית קומות,3,ראשונה,45.0,"450,000 ₪",רמת שאול,0.07
2.0,1960.0,2021-05-20,אמיל זולא 8,10803-24-14,דירה בבית קומות,2,שניה,50.0,"990,000 ₪",רמת שאול,0.1
10.0,1980.0,2021-05-14,קאודרס 13,10804-53-33,דירה בבית קומות,4,שמינית,106.52,"1,875,000 ₪",רמת שאול,0.1
10.0,1980.0,2019-06-02,קאודרס 13,10804-53-33,דירה בבית קומות,4,שמינית,106.52,"930,000 ₪",רמת שאול,0.01
6.0,1960.0,2021-05-07,אדמונד פלג 6,10804-97-48,דירה בבית קומות,3,חמישית,74.17,"1,070,000 ₪",רמת שאול,0.1
6.0,1960.0,2008-12-01,אדמונד פלג 6,10804-97-48,דירה בבית קומות,3,חמישית,74.17,"480,000 ₪",רמת שאול,0.07
3.0,1970.0,2021-05-06,טשרניחובסקי 51,10804-26-8,דירה בבית קומות,4,שלישית,108.76,"1,760,000 ₪",רמת שאול,0.1
5.0,1980.0,2021-05-03,קאודרס 8,10804-60-1,דירה בבית קומות,4,ראשונה,107.4,"1,875,000 ₪",רמת שאול,0.1
16.0,1995.0,2021-04-29,יצחק נדב 5,10802-185-9,דירה בבית קומות,4,שניה,68.0,"1,700,000 ₪",רמת שאול,0.1
16.0,1980.0,2021-04-22,קאודרס 3,10804-74-54,דירה בבית קומות,3,רביעית,66.01,"1,100,000 ₪",רמת שאול,0.1
16.0,1980.0,2020-07-26,קאודרס 3,10804-74-54,דירה בבית קומות,3,רביעית,66.01,"925,000 ₪",רמת שאול,0.1
3.0,1960.0,2021-04-20,כל ישראל חברים 27,10803-18-35,דירה בבית קומות,3,שניה,45.0,"1,025,000 ₪",רמת שאול,0.1
3.0,1960.0,2012-10-10,כל ישראל חברים 27,10803-18-35,דירה בבית קומות,3,שניה,45.0,"700,000 ₪",רמת שאול,0.03
3.0,1960.0,2010-08-05,כל ישראל חברים 27,10803-18-35,דירה בבית קומות,3,שניה,45.0,"620,000 ₪",רמת שאול,0.03
16.0,1980.0,2021-04-20,קאודרס 3,10804-74-75,דירה בבית קומות,4,שמינית,101.42,"2,135,000 ₪",רמת שאול,0.1
1.0,1950.0,2021-04-20,רבנו תם 6,10803-50-3,דירה בבית קומות,3,ראשונה,53.0,"1,666,600 ₪",רמת שאול,0.1
2.0,2005.0,2021-04-14,אביגדור המאירי 10,10802-170-5,דירה בבית קומות,5,ראשונה,110.0,"1,900,000 ₪",רמת שאול,0.1
3.0,1960.0,2021-04-13,כל ישראל חברים 27,10803-18-46,דירה בבית קומות,3,ראשונה,50.0,"1,200,000 ₪",רמת שאול,0.1
3.0,1960.0,2012-02-17,כל ישראל חברים 27,10803-18-46,דירה בבית קומות,3,ראשונה,50.0,"1,060,000 ₪",רמת שאול,0.03
16.0,1980.0,2021-04-02,קאודרס 3,10804-74-87,דירה בבית קומות,3,שניה,66.2,"1,100,000 ₪",רמת שאול,0.1
10.0,1980.0,2021-03-21,קאודרס 15,10804-105-21,דירה בבית קומות,5,שישית,109.6,"1,550,000 ₪",רמת שאול,0.1
2.0,1960.0,2021-03-02,ויקטור הוגו 10,10803-55-17,דירה בבית קומות,3,שניה,58.0,"1,150,000 ₪",רמת שאול,0.1
2.0,1960.0,2021-02-23,ויקטור הוגו 10,10803-55-11,דירה בבית קומות,3,ראשונה,58.0,"1,300,000 ₪",רמת שאול,0.1
2.0,1960.0,2006-10-24,ויקטור הוגו 10,10803-55-11,דירה בבית קומות,3,ראשונה,58.0,"509,000 ₪",רמת שאול,0.07
2.0,1970.0,2021-02-22,כל ישראל חברים 19,10803-11-32,דירת גן,3,שניה,50.0,"870,000 ₪",רמת שאול,0.1
2.0,1970.0,2004-11-21,כל ישראל חברים 19,10803-11-32,דירת גן,3,שניה,50.0,"454,000 ₪",רמת שאול,0.07
2.0,1970.0,1999-08-15,כל ישראל חברים 19,10803-11-32,דירת גן,3,שניה,50.0,"228,000 ₪",רמת שאול,0.15
3.0,1960.0,2021-02-18,כל ישראל חברים 27,10803-18-34,דירה בבית קומות,3,שניה,45.0,"1,077,000 ₪",רמת שאול,0.1
3.0,1960.0,2017-05-23,כל ישראל חברים 27,10803-18-34,דירה בבית קומות,3,שניה,45.0,"975,000 ₪",רמת שאול,0.01
3.0,1960.0,2013-01-03,כל ישראל חברים 27,10803-18-34,דירה בבית קומות,3,שניה,45.0,"750,000 ₪",רמת שאול,0.03
3.0,1960.0,2011-06-09,כל ישראל חברים 27,10803-18-34,דירה בבית קומות,3,שניה,45.0,"580,000 ₪",רמת שאול,0.03
3.0,1960.0,2001-07-05,כל ישראל חברים 27,10803-18-34,דירה בבית קומות,3,שניה,45.0,"355,000 ₪",רמת שאול,0.07
16.0,1980.0,2021-02-08,קאודרס 3,10804-74-31,דירה בבית קומות,5,שישית ושביעית,114.9,"1,550,000 ₪",רמת שאול,0.1
4.0,1970.0,2021-01-29,טשרניחובסקי 45,10804-23-6,דירה בבית קומות,4,"שלישית, רביעית",118.47,"2,500,000 ₪",רמת שאול,0.1
4.0,1970.0,2014-01-19,טשרניחובסקי 45,10804-23-6,דירה בבית קומות,4,"שלישית, רביעית",118.47,"1,300,000 ₪",רמת שאול,0.03
4.0,1970.0,2014-01-19,טשרניחובסקי 45,10804-23-6,דירה בבית קומות,4,"שלישית, רביעית",118.47,"1,300,000 ₪",רמת שאול,0.03
2.0,1950.0,2021-01-25,אמיל זולא 14,10803-23-2,דירה בבית קומות,5,קרקע,100.0,"640,000 ₪",רמת שאול,0.1
2.0,1950.0,2014-08-25,אמיל זולא 14,10803-23-2,דירה בבית קומות,5,קרקע,100.0,"740,000 ₪",רמת שאול,0.03
2.0,1950.0,2011-07-20,אמיל זולא 14,10803-23-2,דירה בבית קומות,5,קרקע,100.0,"600,000 ₪",רמת שאול,0.03
4.0,1960.0,2021-01-17,אדמונד פלג 28,10804-3-35,דירה בבית קומות,4,שניה,66.33,"1,210,000 ₪",רמת שאול,0.1
4.0,1960.0,2013-06-30,אדמונד פלג 28,10804-3-35,דירה בבית קומות,4,שניה,66.33,"850,000 ₪",רמת שאול,0.03
4.0,1960.0,2021-01-03,אדמונד פלג 36,10804-4-19,דירה בבית קומות,4,שניה,66.33,"400,000 ₪",רמת שאול,0.1
4.0,1960.0,2020-12-27,אדמונד פלג 36,10804-4-13,דירה בבית קומות,3,שלישית,54.89,"1,015,000 ₪",רמת שאול,0.1
4.0,1960.0,2019-06-26,אדמונד פלג 36,10804-4-13,דירה בבית קומות,3,שלישית,54.89,"1,000,000 ₪",רמת שאול,0.01
